pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,order_month,order_day_name,is_weekend,order_hour,time_of_day,price_band
1895,838,ckn_alfredo_m,1,2015-01-14,20:33:57,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,January,Wednesday,False,20,Dinner,Standard
1896,838,ital_supr_m,1,2015-01-14,20:33:57,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,January,Wednesday,False,20,Dinner,Standard
1897,838,veggie_veg_m,1,2015-01-14,20:33:57,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,January,Wednesday,False,20,Dinner,Standard
1898,839,mexicana_l,2,2015-01-14,20:40:40,20.25,40.5,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,January,Wednesday,False,20,Dinner,Premium
1899,840,ital_supr_l,1,2015-01-14,20:46:12,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,January,Wednesday,False,20,Dinner,Premium
1900,841,peppr_salami_l,1,2015-01-14,20:57:40,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,January,Wednesday,False,20,Dinner,Premium
1901,842,spin_pesto_s,1,2015-01-14,21:09:39,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,January,Wednesday,False,21,Dinner,Budget
1902,842,spinach_fet_m,1,2015-01-14,21:09:39,16.0,16.0,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,January,Wednesday,False,21,Dinner,Standard
1903,842,spinach_supr_s,1,2015-01-14,21:09:39,12.5,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,January,Wednesday,False,21,Dinner,Budget
1904,843,spinach_supr_m,1,2015-01-14,21:32:21,16.5,16.5,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,January,Wednesday,False,21,Dinner,Standard
1905,844,veggie_veg_m,1,2015-01-14,21:36:58,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,January,Wednesday,False,21,Dinner,Standard
1906,845,classic_dlx_l,1,2015-01-14,21:42:56,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,January,Wednesday,False,21,Dinner,Premium
1907,845,five_cheese_l,1,2015-01-14,21:42:56,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,January,Wednesday,False,21,Dinner,Premium
1908,845,ital_supr_m,1,2015-01-14,21:42:56,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,January,Wednesday,False,21,Dinner,Standard
1909,845,southw_ckn_l,1,2015-01-14,21:42:56,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,January,Wednesday,False,21,Dinner,Premium
1910,846,cali_ckn_l,1,2015-01-14,22:16:24,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,January,Wednesday,False,22,Late Night,Premium
1911,846,five_cheese_l,1,2015-01-14,22:16:24,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,January,Wednesday,False,22,Late Night,Premium
1912,847,pepperoni_m,1,2015-01-15,11:37:03,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,January,Thursday,False,11,Lunch,Budget
1913,848,big_meat_s,1,2015-01-15,11:56:46,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,January,Thursday,False,11,Lunch,Budget
1914,849,classic_dlx_m,1,2015-01-15,12:08:30,16.0,16.0,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,January,Thursday,False,12,Lunch,Standard
1915,849,sicilian_s,1,2015-01-15,12:08:30,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,January,Thursday,False,12,Lunch,Budget
1916,849,spicy_ital_l,1,2015-01-15,12:08:30,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,January,Thursday,False,12,Lunch,Premium
1917,849,spicy_ital_s,1,2015-01-15,12:08:30,12.5,12.5,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,January,Thursday,False,12,Lunch,Budget
1918,850,four_cheese_l,1,2015-01-15,12:15:35,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,January,Thursday,False,12,Lunch,Premium
1919,850,southw_ckn_l,1,2015-01-15,12:15:35,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,January,Thursday,False,12,Lunch,Premium
1920,850,thai_ckn_m,1,2015-01-15,12:15:35,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,January,Thursday,False,12,Lunch,Standard
1921,851,bbq_ckn_l,1,2015-01-15,12:20:22,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,January,Thursday,False,12,Lunch,Premium
1922,852,thai_ckn_m,1,2015-01-15,12:33:51,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,January,Thursday,False,12,Lunch,Standard
1923,853,pepperoni_m,1,2015-01-15,12:36:39,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,January,Thursday,False,12,Lunch,Budget
1924,854,pepperoni_s,1,2015-01-15,12:51:19,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,January,Thursday,False,12,Lunch,Budget
1925,854,soppressata_l,1,2015-01-15,12:51:19,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,January,Thursday,False,12,Lunch,Premium
1926,855,five_cheese_l,1,2015-01-15,12:56:54,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,January,Thursday,False,12,Lunch,Premium
1927,855,sicilian_m,1,2015-01-15,12:56:54,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,January,Thursday,False,12,Lunch,Standard
1928,855,southw_ckn_s,1,2015-01-15,12:56:54,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,January,Thursday,False,12,Lunch,Standard
1929,855,spin_pesto_m,1,2015-01-15,12:56:54,16.5,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,January,Thursday,False,12,Lunch,Standard
1930,855,veggie_veg_m,1,2015-01-15,12:56:54,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,January,Thursday,False,12,Lunch,Standard
1931,856,spicy_ital_l,1,2015-01-15,12:59:20,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,January,Thursday,False,12,Lunch,Premium
1932,857,napolitana_s,1,2015-01-15,13:01:53,12.0,12.0,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,January,Thursday,False,13,Lunch,Budget
1933,858,peppr_salami_s,1,2015-01-15,13:03:42,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,January,Thursday,False,13,Lunch,Budget
1934,858,thai_ckn_l,1,2015-01-15,13:03:42,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,January,Thursday,False,13,Lunch,Premium
1935,858,veggie_veg_m,1,2015-01-15,13:03:42,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,January,Thursday,False,13,Lunch,Standard
1936,859,big_meat_s,1,2015-01-15,13:05:13,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,January,Thursday,False,13,Lunch,Budget
1937,859,calabrese_m,1,2015-01-15,13:05:13,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,January,Thursday,False,13,Lunch,Standard
1938,859,ckn_alfredo_m,1,2015-01-15,13:05:13,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,January,Thursday,False,13,Lunch,Standard
1939,859,the_greek_l,1,2015-01-15,13:05:13,20.5,20.5,L,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,January,Thursday,False,13,Lunch,Premium
1940,860,sicilian_s,1,2015-01-15,13:07:53,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,January,Thursday,False,13,Lunch,Budget
1941,860,spicy_ital_m,1,2015-01-15,13:07:53,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,January,Thursday,False,13,Lunch,Standard
1942,861,prsc_argla_l,1,2015-01-15,13:08:44,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,January,Thursday,False,13,Lunch,Premium
1943,862,southw_ckn_m,1,2015-01-15,13:10:45,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,January,Thursday,False,13,Lunch,Standard
1944,863,thai_ckn_m,1,2015-01-15,13:12:29,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,January,Thursday,False,13,Lunch,Standard
1945,864,big_meat_s,1,2015-01-15,14:04:23,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,January,Thursday,False,14,Lunch,Budget
1946,864,hawaiian_s,1,2015-01-15,14:04:23,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,January,Thursday,False,14,Lunch,Budget
1947,864,ital_supr_l,1,2015-01-15,14:04:23,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,January,Thursday,False,14,Lunch,Premium
1948,864,mediterraneo_m,1,2015-01-15,14:04:23,16.0,16.0,M,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,January,Thursday,False,14,Lunch,Standard
1949,864,sicilian_l,1,2015-01-15,14:04:23,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,January,Thursday,False,14,Lunch,Premium
1950,864,spinach_fet_l,1,2015-01-15,14:04:23,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,January,Thursday,False,14,Lunch,Premium
1951,864,spinach_supr_l,1,2015-01-15,14:04:23,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,January,Thursday,False,14,Lunch,Premium
1952,864,the_greek_m,1,2015-01-15,14:04:23,16.0,16.0,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,January,Thursday,False,14,Lunch,Standard
1953,864,veggie_veg_m,1,2015-01-15,14:04:23,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,January,Thursday,False,14,Lunch,Standard
1954,865,classic_dlx_s,1,2015-01-15,14:10:00,12.0,12.0,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,January,Thursday,False,14,Lunch,Budget
1955,866,peppr_salami_m,1,2015-01-15,14:18:09,16.5,16.5,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,January,Thursday,False,14,Lunch,Standard
1956,867,hawaiian_l,1,2015-01-15,14:19:28,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,January,Thursday,False,14,Lunch,Standard
1957,867,hawaiian_s,1,2015-01-15,14:19:28,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,January,Thursday,False,14,Lunch,Budget
1958,868,soppressata_m,1,2015-01-15,14:27:25,16.5,16.5,M,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,January,Thursday,False,14,Lunch,Standard
1959,869,spinach_supr_m,1,2015-01-15,14:31:43,16.5,16.5,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,January,Thursday,False,14,Lunch,Standard
1960,869,thai_ckn_l,1,2015-01-15,14:31:43,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,January,Thursday,False,14,Lunch,Premium
1961,870,five_cheese_l,1,2015-01-15,14:38:31,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,January,Thursday,False,14,Lunch,Premium
1962,870,four_cheese_m,1,2015-01-15,14:38:31,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,January,Thursday,False,14,Lunch,Standard
1963,871,ckn_alfredo_s,1,2015-01-15,14:45:22,12.75,12.75,S,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,January,Thursday,False,14,Lunch,Standard
1964,872,prsc_argla_m,1,2015-01-15,14:48:37,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,January,Thursday,False,14,Lunch,Standard
1965,873,pepperoni_m,1,2015-01-15,15:06:15,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,January,Thursday,False,15,Afternoon,Budget
1966,874,pep_msh_pep_s,1,2015-01-15,15:20:36,11.0,11.0,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",January,Thursday,False,15,Afternoon,Budget
1967,874,southw_ckn_l,1,2015-01-15,15:20:36,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,January,Thursday,False,15,Afternoon,Premium
1968,875,cali_ckn_m,1,2015-01-15,15:23:21,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,January,Thursday,False,15,Afternoon,Standard
1969,876,hawaiian_s,1,2015-01-15,15:27:03,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,January,Thursday,False,15,Afternoon,Budget
1970,876,southw_ckn_s,1,2015-01-15,15:27:03,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,January,Thursday,False,15,Afternoon,Standard
1971,876,spicy_ital_l,1,2015-01-15,15:27:03,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,January,Thursday,False,15,Afternoon,Premium
1972,877,four_cheese_l,1,2015-01-15,15:32:59,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,January,Thursday,False,15,Afternoon,Premium
1973,878,cali_ckn_m,1,2015-01-15,16:05:58,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,January,Thursday,False,16,Afternoon,Standard
1974,879,southw_ckn_s,1,2015-01-15,16:12:57,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,January,Thursday,False,16,Afternoon,Standard
1975,879,spinach_supr_s,1,2015-01-15,16:12:57,12.5,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,January,Thursday,False,16,Afternoon,Budget
1976,879,veggie_veg_m,1,2015-01-15,16:12:57,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,January,Thursday,False,16,Afternoon,Standard
1977,880,pepperoni_l,1,2015-01-15,16:19:26,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,January,Thursday,False,16,Afternoon,Standard
1978,880,pepperoni_s,1,2015-01-15,16:19:26,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,January,Thursday,False,16,Afternoon,Budget
1979,881,cali_ckn_m,1,2015-01-15,16:40:04,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,January,Thursday,False,16,Afternoon,Standard
1980,881,ital_supr_s,1,2015-01-15,16:40:04,12.5,12.5,S,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,January,Thursday,False,16,Afternoon,Budget
1981,882,prsc_argla_m,1,2015-01-15,16:44:46,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,January,Thursday,False,16,Afternoon,Standard
1982,882,spinach_fet_s,1,2015-01-15,16:44:46,12.0,12.0,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,January,Thursday,False,16,Afternoon,Budget
1983,882,thai_ckn_l,1,2015-01-15,16:44:46,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,January,Thursday,False,16,Afternoon,Premium
1984,883,cali_ckn_m,1,2015-01-15,16:56:05,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,January,Thursday,False,16,Afternoon,Standard
1985,883,classic_dlx_s,1,2015-01-15,16:56:05,12.0,12.0,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,January,Thursday,False,16,Afternoon,Budget
1986,883,hawaiian_s,1,2015-01-15,16:56:05,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,January,Thursday,False,16,Afternoon,Budget
1987,883,prsc_argla_s,1,2015-01-15,16:56:05,12.5,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,January,Thursday,False,16,Afternoon,Budget
1988,884,hawaiian_s,1,2015-01-15,16:57:15,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,January,Thursday,False,16,Afternoon,Budget
1989,885,mexicana_m,1,2015-01-15,16:57:55,16.0,16.0,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,January,Thursday,False,16,Afternoon,Standard
1990,885,sicilian_s,1,2015-01-15,16:57:55,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,January,Thursday,False,16,Afternoon,Budget
1991,885,spicy_ital_m,1,2015-01-15,16:57:55,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,January,Thursday,False,16,Afternoon,Standard
1992,885,the_greek_xl,1,2015-01-15,16:57:55,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,January,Thursday,False,16,Afternoon,Premium
1993,886,mediterraneo_l,1,2015-01-15,17:05:35,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,January,Thursday,False,17,Afternoon,Premium
1994,886,sicilian_s,1,2015-01-15,17:05:35,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,January,Thursday,False,17,Afternoon,Budget
1995,886,spicy_ital_l,1,2015-01-15,17:05:35,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,January,Thursday,False,17,Afternoon,Premium
1996,887,pepperoni_l,1,2015-01-15,17:13:58,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,January,Thursday,False,17,Afternoon,Standard
1997,887,spicy_ital_m,1,2015-01-15,17:13:58,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,January,Thursday,False,17,Afternoon,Standard
1998,888,sicilian_m,1,2015-01-15,17:14:27,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,January,Thursday,False,17,Afternoon,Standard
1999,888,soppressata_s,1,2015-01-15,17:14:27,12.5,12.5,S,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,January,Thursday,False,17,Afternoon,Budget
2000,889,bbq_ckn_l,1,2015-01-15,17:27:51,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,January,Thursday,False,17,Afternoon,Premium
2001,890,four_cheese_m,1,2015-01-15,17:32:25,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,January,Thursday,False,17,Afternoon,Standard
2002,891,spin_pesto_l,1,2015-01-15,17:43:34,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,January,Thursday,False,17,Afternoon,Premium
2003,892,four_cheese_l,1,2015-01-15,18:04:29,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,January,Thursday,False,18,Dinner,Premium
2004,892,mediterraneo_l,1,2015-01-15,18:04:29,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,January,Thursday,False,18,Dinner,Premium
2005,893,four_cheese_l,1,2015-01-15,18:15:22,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,January,Thursday,False,18,Dinner,Premium
2006,894,napolitana_s,1,2015-01-15,18:17:26,12.0,12.0,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,January,Thursday,False,18,Dinner,Budget
2007,895,bbq_ckn_l,1,2015-01-15,18:18:11,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,January,Thursday,False,18,Dinner,Premium
2008,895,hawaiian_l,1,2015-01-15,18:18:11,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,January,Thursday,False,18,Dinner,Standard
2009,895,pepperoni_s,1,2015-01-15,18:18:11,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,January,Thursday,False,18,Dinner,Budget
2010,896,cali_ckn_l,1,2015-01-15,18:27:28,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,January,Thursday,False,18,Dinner,Premium
